,city,lat,lng,country,population
1428,Nakhon Pathom,13.8206,100.0625,Thailand,120657.0
1429,Kandy,7.2931,80.635,Sri Lanka,120087.0
1430,Ban Bang Pu Mai,13.5204,100.666,Thailand,120058.0
1431,Ar Rustāq,23.3908,57.4244,Oman,120000.0
1432,Kwekwe,-18.9167,29.8167,Zimbabwe,119863.0
1433,Pleven,43.4167,24.6167,Bulgaria,119596.0
1434,Bet Shemesh,31.7514,34.9886,Israel,118700.0
1435,Rundu,-17.9167,19.7667,Namibia,118632.0
1436,Bruges,51.2089,3.2242,Belgium,118509.0
1437,Bwana Mkubwa,-12.9833,28.7,Zambia,118464.0
1438,Butwāl,27.7,83.45,Nepal,118462.0
1439,Kampong Cham,12.0,105.45,Cambodia,118242.0
1440,Nouadhibou,20.9333,-17.0333,Mauritania,118000.0
1441,Tahoua,14.9,5.2599,Niger,117826.0
1442,Agadez,16.9959,7.9828,Niger,117770.0
1443,Catacamas,14.8484,-85.8936,Honduras,117493.0
1444,Banfora,10.6308,-4.7589,Burkina Faso,117200.0
1445,Linköping,58.4094,15.6257,Sweden,116851.0
1446,Xai-Xai,-25.05,33.65,Mozambique,116343.0
1447,Kadoma,-18.34,29.9,Zimbabwe,116300.0
1448,Boké,10.94,-14.3,Guinea,116270.0
1449,Dharān,26.8167,87.2667,Nepal,116181.0
1450,Helsingborg,56.0424,12.721,Sweden,116029.0
1451,San Tung Chung Hang,22.2869,113.9436,Hong Kong,116022.0
1452,Sabhā,27.0389,14.4264,Libya,116016.0
1453,Ra’s al Khaymah,25.7667,55.95,United Arab Emirates,115949.0
1454,Sri Jayewardenepura Kotte,6.9,79.9164,Sri Lanka,115826.0
1455,Pedro Juan Caballero,-22.5446,-55.76,Paraguay,115583.0
1456,Sandvika,59.89,10.5264,Norway,115543.0
1457,Kasese,0.1867,30.0881,Uganda,115400.0
1458,Nyíregyháza,47.9558,21.7168,Hungary,115359.0
1459,Thiès,14.7916,-16.9249,Senegal,115245.0
1460,Sliven,42.6833,26.3333,Bulgaria,115241.0
1461,Al Muḑaybī,22.5703,58.1211,Oman,115040.0
1462,Ponce,18.0127,-66.6212,Puerto Rico,114940.0
1463,Al Manşūrah,12.8531,44.9722,Yemen,114931.0
1464,Bijeljina,44.7567,19.2156,Bosnia and Herzegovina,114663.0
1465,Thimphu,27.4722,89.6361,Bhutan,114551.0
1466,Borås,57.7304,12.92,Sweden,114445.0
1467,Jaramānā,33.4862,36.3461,Syria,114363.0
1468,Ambovombe,-25.1754,46.0882,Madagascar,114230.0
1469,Lugazi,0.3833,32.9242,Uganda,114163.0
1470,Namur,50.4667,4.8667,Belgium,114007.0
1471,Petržalka,48.1333,17.1167,Slovakia,114000.0
1472,Lárisa,39.6417,22.4167,Greece,112777.0
1473,Jönköping,57.7713,14.165,Sweden,112766.0
1474,Al Misrākh,13.47,44.0375,Yemen,112653.0
1475,Nkayi,-19.0,28.9,Zimbabwe,112471.0
1476,Ciudad de la Costa,-34.8167,-55.95,Uruguay,112449.0
1477,Estelí,13.0833,-86.35,Nicaragua,112084.0
1478,San Martín,13.7333,-89.05,El Salvador,112065.0
1479,Mawanella,7.2519,80.4453,Sri Lanka,111727.0
1480,Sabara Bangou,15.1197,2.0006,Niger,111490.0
1481,Kintampo,8.0563,-1.7306,Ghana,111000.0
1482,Tuzla,44.5384,18.6671,Bosnia and Herzegovina,110979.0
1483,Kiffa,16.6164,-11.4044,Mauritania,110714.0
1484,As Salamīyah,35.0113,37.0532,Syria,110683.0
1485,Franceville,-1.6333,13.5833,Gabon,110568.0
1486,Manzini,-26.495,31.388,Eswatini,110508.0
1487,Masindi,1.6836,31.7222,Uganda,110500.0
1488,Al Jīzah,31.6833,35.95,Jordan,110097.0
1489,Bridgetown,13.0969,-59.6131,Barbados,110000.0
1490,Winterthur,47.4992,8.7267,Switzerland,109775.0
1491,Kecskemét,46.9075,19.6917,Hungary,109450.0
1492,Drammen,59.7439,10.2045,Norway,109416.0
1493,Maxixe,-23.8597,35.3472,Mozambique,108824.0
1494,Kasserine,35.1667,8.8333,Tunisia,108794.0
1495,Ferizaj,42.3706,21.1553,Kosovo,108610.0
1496,Mopti,14.49,-4.18,Mali,108456.0
1497,Acharnés,38.0833,23.7333,Greece,108169.0
1498,Liberec,50.7667,15.0667,Czechia,107982.0
1499,Rijeka,45.3333,14.4333,Croatia,107964.0
1500,Douliu,23.7075,120.5439,Taiwan,107924.0
1501,Labé,11.3167,-12.2833,Guinea,107695.0
1502,Kotmale,7.0142,80.5897,Sri Lanka,107523.0
1503,Wa,10.0667,-2.5,Ghana,107214.0
1504,Monastir,35.7694,10.8194,Tunisia,107127.0
1505,Erdenet,49.0278,104.0444,Mongolia,106810.0
1506,Kalmunai,7.409,81.8347,Sri Lanka,106780.0
1507,As Safīrah,36.077,37.3725,Syria,106460.0
1508,Hammamet,36.4,10.6167,Tunisia,106326.0
1509,Toufen,24.6832,120.9072,Taiwan,106310.0
1510,Mingəçevir,40.77,47.0489,Azerbaijan,106100.0
1511,Granada,11.9333,-85.95,Nicaragua,105862.0
1512,Mostar,43.3436,17.8075,Bosnia and Herzegovina,105448.0
1513,Šabac,44.7558,19.6939,Serbia,105432.0
1514,Ash Shaykh ‘Uthmān,12.8864,45.0156,Yemen,105248.0
1515,Mityana,0.4006,32.0422,Uganda,105200.0
1516,Mazyr,52.05,29.25,Belarus,105152.0
1517,Presidente Franco,-25.5638,-54.611,Paraguay,104677.0
1518,Olanchito,15.4836,-86.5725,Honduras,104609.0
1519,Šiauliai,55.9281,23.3167,Lithuania,104300.0
1520,Salto,-31.3833,-57.95,Uruguay,104028.0
1521,Lida,53.8956,25.2958,Belarus,103916.0
1522,Kilinochchi,9.4004,80.3999,Sri Lanka,103717.0
1523,Mubende,0.5575,31.395,Uganda,103473.0
1524,Francistown,-21.1736,27.5125,Botswana,103417.0
1525,Lower Hutt,-41.2167,174.9167,New Zealand,103400.0
1526,Sarh,9.15,18.3833,Chad,103269.0
1527,Taitung,22.7583,121.1444,Taiwan,103260.0
1528,Orsha,54.5092,30.4258,Belarus,102759.0
1529,Walvisbaai,-22.9494,14.5069,Namibia,102704.0
1530,Olomouc,49.5939,17.2508,Czechia,102293.0
1531,Joünié,33.9697,35.6156,Lebanon,102221.0
1532,Şabrātah,32.7922,12.4842,Libya,102038.0
1533,Lahān,26.7167,86.4833,Nepal,102031.0
1534,Al Jumayl,32.8528,12.0611,Libya,102000.0
1535,Dhangaḍhi̇̄,28.7056,80.575,Nepal,101970.0
1536,Klagenfurt,46.6167,14.3,Austria,101403.0
1537,Hikkaduwa,6.1407,80.1012,Sri Lanka,101342.0
1538,Chaguanas,10.5167,-61.4,Trinidad and Tobago,101297.0
1539,Kousséri,12.0833,15.0333,Cameroon,101246.0
1540,Zomba,-15.386,35.3188,Malawi,101140.0
1541,Xırdalan,40.4486,49.7564,Azerbaijan,100900.0
1542,Salavan,15.7167,106.4167,Laos,100900.0
1543,Leer,8.3031,30.1406,South Sudan,100722.0
1544,Lae,-6.7303,147.0008,Papua New Guinea,100677.0
1545,Itauguá,-25.3926,-57.3542,Paraguay,100456.0
1546,Diourbel,14.655,-16.2314,Senegal,100445.0
1547,Gwelej,14.75,36.7167,Eritrea,100000.0
1548,Zahlé,33.8333,35.9167,Lebanon,100000.0
1549,Sakiet ez Zit,34.8,10.77,Tunisia,100000.0
1550,La Marsa,36.8764,10.3253,Tunisia,100000.0
1551,Pouytenga,12.25,-0.4333,Burkina Faso,99950.0
1552,Sundsvall,62.4001,17.3167,Sweden,99825.0
1553,Jinotega,13.0884,-85.9994,Nicaragua,99382.0
1554,Trincomalee,8.5667,81.2333,Sri Lanka,99135.0
1555,Riberalta,-11.0128,-66.0572,Bolivia,99070.0
1556,Sisophon,13.5839,102.9736,Cambodia,99019.0
1557,Paoy Paet,13.65,102.5667,Cambodia,98934.0
1558,Sopron,47.6849,16.5831,Hungary,98479.0
1559,Koytendag,37.5,66.0,Turkmenistan,98477.0
1560,Moortebeek,50.8547,4.3386,Belgium,97979.0
1561,Smederevo,44.6633,20.9289,Serbia,97930.0
1562,Bălţi,47.7667,27.9167,Moldova,97930.0
1563,Montego Bay,18.4667,-77.9167,Jamaica,97890.0
1564,Salihorsk,52.8,27.5333,Belarus,97818.0
1565,Janakpur,26.7122,85.9217,Nepal,97776.0
1566,Kallithéa,37.95,23.7,Greece,97616.0
1567,Mariano Roque Alonso,-25.2079,-57.532,Paraguay,97585.0
1568,Tartu,58.38,26.7225,Estonia,97435.0
1569,České Budějovice,48.9747,14.4747,Czechia,97377.0
1570,Pernik,42.6,23.033,Bulgaria,97181.0
1571,Colón,13.7167,-89.3667,El Salvador,96989.0
1572,Tela,15.7825,-87.4514,Honduras,96758.0
1573,Atamyrat,37.8531,65.2369,Turkmenistan,96720.0
1574,Half Way Tree,18.0106,-76.7847,Jamaica,96494.0
1575,Pejë,42.66,20.2922,Kosovo,96450.0
1576,Osijek,45.5603,18.6703,Croatia,96313.0
1577,Maribor,46.55,15.6333,Slovenia,96211.0
1578,Székesfehérvár,47.191,18.4108,Hungary,96024.0
1579,Navapolatsk,55.5333,28.65,Belarus,95717.0
1580,San Germán,18.0827,-67.046,Puerto Rico,95622.0
1581,Mons,50.4547,3.9525,Belgium,95299.0
1582,Bogo,10.734,14.608,Cameroon,95230.0
1583,Siguatepeque,14.5978,-87.8353,Honduras,95121.0
1584,Naxçıvan,39.2089,45.4122,Azerbaijan,95100.0
1585,Gjakovë,42.3803,20.4308,Kosovo,94556.0
1586,Umeå,63.8285,20.2706,Sweden,94243.0
1587,Haskovo,41.933,25.567,Bulgaria,94156.0
1588,Ruwa,-17.8897,31.2447,Zimbabwe,94083.0
1589,Hradec Králové,50.2092,15.8322,Czechia,93906.0
1590,Qormi,35.8794,14.4722,Malta,93897.0
1591,Al Fujayrah,25.1222,56.3344,United Arab Emirates,93673.0
1592,Pardubice,50.0386,15.7792,Czechia,92362.0
1593,Kalamariá,40.5833,22.95,Greece,92248.0
1594,Türkmenbaşy,40.0167,52.9667,Turkmenistan,91745.0
1595,Niono,14.25,-6.0,Mali,91554.0
1596,Yao,12.8508,17.5608,Chad,91507.0
1597,Ústí nad Labem,50.6583,14.0417,Czechia,91342.0
1598,Ambohimangakely,-18.8998,47.5931,Madagascar,91056.0
1599,Chinhoyi,-17.3497,30.1944,Zimbabwe,90800.0
1600,Vanadzor,40.8128,44.4883,Armenia,90525.0
1601,Larnaca,34.9167,33.6333,Cyprus,90419.0
1602,Valjevo,44.2708,19.8866,Serbia,90312.0
1603,Masvingo,-20.0744,30.8328,Zimbabwe,90286.0
1604,Gjilan,42.4689,21.4633,Kosovo,90178.0
1605,Darnah,32.7648,22.6391,Libya,90000.0
1606,Richard-Toll,16.4661,-15.6933,Senegal,90000.0
1607,Bayt Lāhyā,31.5464,34.4951,Gaza Strip,89838.0
1608,Glyfáda,37.8667,23.75,Greece,89597.0
1609,Serdar,38.9833,56.2833,Turkmenistan,89582.0
1610,Prijedor,44.9808,16.7133,Bosnia and Herzegovina,89397.0
1611,Léré,9.6572,14.2283,Chad,89237.0
1612,Kazanlak,42.617,25.4,Bulgaria,89197.0
1613,Maladzyechna,54.3208,26.8572,Belarus,89068.0
1614,Jalal-Abad,40.9375,72.9861,Kyrgyzstan,89004.0
1615,As Salţ,32.0333,35.7333,Jordan,88900.0
1616,Aalst,50.9383,4.0392,Belgium,88854.0
1617,Mayagüez,18.2003,-67.1397,Puerto Rico,88722.0
1618,Podujevë,42.9111,21.1899,Kosovo,88499.0
1619,Bertoua,4.5833,13.6833,Cameroon,88462.0
1620,Suva,-18.1333,178.4333,Fiji,88271.0
1621,Níkaia,37.9667,23.6333,Greece,88077.0
1622,Janzūr,32.8172,13.0111,Libya,88073.0
1623,Al Wakrah,25.18,51.61,Qatar,87970.0
1624,Panevėžys,55.725,24.3639,Lithuania,87913.0
1625,Gitarama,-2.0696,29.76,Rwanda,87613.0
1626,Koidu-Bulma,8.4405,-10.85,Sierra Leone,87539.0
1627,Şatrovka,39.829,48.9478,Azerbaijan,87400.0
1628,Dobrich,43.5667,27.8333,Bulgaria,87361.0
1629,Limpio,-25.1673,-57.4695,Paraguay,87301.0
1630,Houndé,11.5,-3.5167,Burkina Faso,87154.0
1631,Usulután,13.35,-88.45,El Salvador,87078.0
1632,Norton,-17.8833,30.7,Zimbabwe,87038.0
1633,Cuscatancingo,13.7333,-89.1833,El Salvador,86964.0
1634,Mechelen,51.0281,4.4803,Belgium,86921.0
1635,Widekum,5.8717,9.7706,Cameroon,86822.0
1636,Gävle,60.6748,17.1444,Sweden,86533.0
1637,Loznica,44.5333,19.2258,Serbia,86413.0
1638,Bilwi,14.0281,-83.3808,Nicaragua,86279.0
1639,Qaraçuxur,40.3969,49.9733,Azerbaijan,85900.0
1640,Vólos,39.3667,22.9333,Greece,85803.0
1641,Karakol,42.4906,78.3936,Kyrgyzstan,85588.0
1642,Mitrovicë,42.8833,20.8667,Kosovo,85360.0
1643,Maga,10.85,14.9333,Cameroon,85100.0
1644,Hövsan,40.3753,50.0839,Azerbaijan,85000.0
1645,Bahlā’,22.9789,57.3047,Oman,85000.0
1646,Atakpamé,7.5269,1.1267,Togo,84979.0
1647,Baabda,33.8333,35.5333,Lebanon,84900.0
1648,Prešov,49.0,21.2333,Slovakia,84824.0
1649,Mādabā,31.7167,35.8,Jordan,84600.0
1650,Honiara,-9.4333,159.95,Solomon Islands,84520.0
1651,New Kru Town,6.3733,-10.7928,Liberia,84399.0
1652,Port of Spain,10.6667,-61.5167,Trinidad and Tobago,84126.0
1653,Sambava,-14.2662,50.1666,Madagascar,84039.0
1654,Pori,61.4833,21.8,Finland,84026.0
1655,Ílion,38.0333,23.7,Greece,84004.0
1656,Heṭauḍā,27.4167,85.0333,Nepal,84000.0
1657,Yambol,42.4833,26.5,Bulgaria,83861.0
1658,Dolisie,-4.2006,12.6792,Congo (Brazzaville),83798.0
1659,Nizwá,22.9333,57.5333,Oman,83544.0
1660,Galway,53.2729,-9.0418,Ireland,83456.0
1661,Kampong Trach,10.5585,104.4675,Cambodia,83061.0
1662,San Fernando,10.2833,-61.4667,Trinidad and Tobago,82997.0
1663,David,8.4333,-82.4333,Panama,82907.0
1664,Louga,15.6167,-16.2167,Senegal,82884.0
1665,Žilina,49.2167,18.7333,Slovakia,82656.0
1666,Deurne,51.2247,4.4625,Belgium,82270.0
1667,Bhaktapur,27.6722,85.4278,Nepal,81748.0
1668,Lucerne,47.0523,8.3059,Switzerland,81691.0
1669,Shumen,43.2746,26.9349,Bulgaria,81207.0
1670,Itá,-25.5096,-57.36,Paraguay,81084.0
1671,Baalbek,34.0063,36.2073,Lebanon,81052.0
1672,Tallaght,53.2878,-6.3411,Ireland,81022.0
1673,La Louvière,50.4667,4.1833,Belgium,80986.0
1674,San Ramón,10.2182,-84.5992,Costa Rica,80566.0
1675,Samā’il,23.2984,57.9531,Oman,80538.0
1676,Antehiroka,-18.8492,47.4828,Madagascar,80360.0
1677,Nabatîyé,33.3833,35.45,Lebanon,80000.0
1678,Xai,20.6914,101.9861,Laos,79500.0
1679,Owendo,0.2912,9.5047,Gabon,79300.0
1680,Kouvola,60.8681,26.7042,Finland,78824.0
1681,Tambacounda,13.7689,-13.6672,Senegal,78800.0
1682,Elbasan,41.1111,20.0806,Albania,78703.0
1683,Arlit,18.7333,7.3833,Niger,78651.0
1684,Curepipe,-20.3188,57.5263,Mauritius,78618.0
1685,Sankt Gallen,47.4233,9.3772,Switzerland,78213.0
1686,Joensuu,62.6,29.75,Finland,78175.0
1687,Kuacjok,8.3028,27.98,South Sudan,78111.0
1688,Faranah,10.0333,-10.7333,Guinea,78108.0
1689,Colón,9.365,-79.875,Panama,78000.0
1690,Pakxé,15.1167,105.7833,Laos,77900.0
1691,Daugavpils,55.8714,26.5161,Latvia,77799.0
1692,Brikama,13.2667,-16.65,"Gambia, The",77700.0
1693,Nitra,48.3147,18.0875,Slovakia,77610.0
1694,Lipjan,42.5217,21.1258,Kosovo,77605.0
1695,Blagoevgrad,42.0227,23.0975,Bulgaria,77441.0
1696,Quatre Bornes,-20.2654,57.4791,Mauritius,77308.0
1697,Berbérati,4.2614,15.7894,Central African Republic,76918.0
1698,El Viejo,12.6667,-87.1667,Nicaragua,76775.0
1699,Abéché,13.8331,20.8347,Chad,76492.0
1700,Paysandú,-32.3214,-58.0756,Uruguay,76412.0
1701,Palmerston North,-40.3549,175.6095,New Zealand,76236.0
1702,Bender,46.8333,29.4833,Moldova,76158.0
1703,Banská Bystrica,48.7353,19.1453,Slovakia,76018.0
1704,Shkodër,42.0681,19.5119,Albania,76000.0
1705,Villa Elisa,-25.3734,-57.5841,Paraguay,75933.0
1706,Xaignabouli,19.25,101.75,Laos,75700.0
1707,Moussoro,13.6431,16.4919,Chad,75210.0
1708,Dayr al Balaḩ,31.4178,34.3503,Gaza Strip,75132.0
1709,Teyateyaneng,-29.1511,27.7425,Lesotho,75115.0
1710,Kpalimé,6.9,0.6333,Togo,75084.0
1711,Tocumen,9.0894,-79.3831,Panama,74952.0
1712,Darhan,49.6167,106.35,Mongolia,74738.0
1713,Darhan,49.4867,105.9228,Mongolia,74738.0
1714,Assab,13.0078,42.7411,Eritrea,74405.0
1715,Zlín,49.2331,17.6669,Czechia,74255.0
1716,Pančevo,44.8739,20.6519,Serbia,73401.0
1717,Fada Ngourma,12.05,0.3667,Burkina Faso,73200.0
1718,Lappeenranta,61.0667,28.1833,Finland,72959.0
1719,Caguas,18.2319,-66.0388,Puerto Rico,72862.0
1720,Sremska Mitrovica,44.9661,19.6106,Serbia,72580.0
1721,Belo Tsiribihina,-19.7016,44.5465,Madagascar,72000.0
1722,Stara Pazova,44.9833,20.1667,Serbia,71931.0
1723,Esbjerg,55.467,8.45,Denmark,71921.0
1724,Čačak,43.8914,20.3497,Serbia,71883.0
1725,São Tomé,0.3361,6.7306,Sao Tome and Principe,71868.0
1726,Kabarore,-1.6306,30.3787,Rwanda,71769.0
1727,Kayes,-4.1683,13.2933,Congo (Brazzaville),71620.0
1728,Bakıxanov,40.4217,49.9644,Azerbaijan,71600.0
1729,Mamoudzou,-12.7806,45.2278,Mayotte,71437.0
1730,Érd,47.3833,18.9167,Hungary,71338.0
1731,Las Piedras,-34.7167,-56.2167,Uruguay,71268.0
1732,Sihanoukville,10.6333,103.5,Cambodia,71082.0
1733,Nadi,-17.8,177.4167,Fiji,71048.0
1734,Samraong,14.25,103.5833,Cambodia,70944.0
1735,Kumanovo,42.1322,21.7144,North Macedonia,70842.0
1736,Sesvete,45.8311,16.1164,Croatia,70800.0
1737,Zadar,44.117,15.2355,Croatia,70779.0
1738,Şirvan,39.9323,48.9203,Azerbaijan,70684.0
1739,Paphos,34.7667,32.4167,Cyprus,70635.0
1740,Zenica,44.2017,17.9039,Bosnia and Herzegovina,70553.0
1741,Mindelo,16.886,-24.988,Cabo Verde,70468.0
1742,Bayramaly,37.6167,62.15,Turkmenistan,70376.0
1743,Guaynabo,18.3832,-66.1134,Puerto Rico,70087.0
1744,Castries,14.0108,-60.9894,Saint Lucia,70000.0
1745,Thakhèk,17.4,104.8,Laos,70000.0
1746,Al ‘Āmirāt,23.5224,58.4987,Oman,70000.0
1747,San Antonio,-25.4138,-57.5659,Paraguay,69976.0
1748,Imerintsiatosika,-18.9804,47.3285,Madagascar,69953.0
1749,Vushtrri,42.8231,20.9675,Kosovo,69870.0
1750,Havířov,49.7831,18.4228,Czechia,69694.0
1751,Ziguinchor,12.5861,-16.2707,Senegal,69646.0
1752,Somasso,12.8728,-5.6033,Mali,69561.0
1753,Tivaouane,14.9543,-16.8132,Senegal,69556.0
1754,Fajardo,18.3331,-65.6589,Puerto Rico,69381.0
1755,Bitola,41.0319,21.3347,North Macedonia,69287.0
1756,Renk,11.7431,32.8049,South Sudan,69079.0
1757,Kladno,50.1431,14.1053,Czechia,69078.0
1758,Vaasa,63.1,21.6167,Finland,69036.0
1759,Kamsar,10.65,-14.6167,Guinea,68999.0
1760,La Chorrera,8.8792,-79.7822,Panama,68896.0
1761,Al Aḩmadī,29.0769,48.0838,Kuwait,68763.0
1762,Say’ūn,15.943,48.7873,Yemen,68747.0
1763,Požarevac,44.62,21.1897,Serbia,68648.0
1764,Doboj,44.7333,18.1333,Bosnia and Herzegovina,68514.0
1765,Şəki,41.1919,47.1706,Azerbaijan,68360.0
1766,Ash Shiḩr,14.7608,49.6069,Yemen,68313.0
1767,Hämeenlinna,60.9944,24.4667,Finland,68288.0
1768,Al Buraymī,24.2558,55.8025,Oman,67963.0
1769,Antalaha,-14.8833,50.2833,Madagascar,67888.0
1770,Molepolole,-24.4066,25.4951,Botswana,67598.0
1771,Tejen,37.3833,60.5,Turkmenistan,67488.0
1772,Zrenjanin,45.3833,20.3894,Serbia,67129.0
1773,Nueva Guinea,11.6833,-84.45,Nicaragua,66936.0
1774,Kati,12.7504,-8.08,Mali,66895.0
1775,Kissidougou,9.1905,-10.12,Guinea,66815.0
1776,Ilidža,43.8331,18.3039,Bosnia and Herzegovina,66730.0
1777,Liepāja,56.5083,21.0111,Latvia,66680.0
1778,Jidd Ḩafş,26.219,50.538,Bahrain,66588.0
1779,Szolnok,47.1747,20.1764,Hungary,66426.0
1780,Sandefjord,59.1288,10.2197,Norway,66231.0
1781,Marondera,-18.1897,31.5467,Zimbabwe,66203.0
1782,Cazin,44.9667,15.9333,Bosnia and Herzegovina,66149.0
1783,Goz-Beida,12.2236,21.4144,Chad,66107.0
1784,Juana Díaz,18.0532,-66.5044,Puerto Rico,66102.0
1785,Tatabánya,47.5862,18.3949,Hungary,65861.0
1786,Chegutu,-18.14,30.15,Zimbabwe,65800.0
1787,Arima,10.6333,-61.2833,Trinidad and Tobago,65623.0
1788,Wels,48.15,14.0167,Austria,65303.0
1789,Birnin Konni,13.7904,5.2599,Niger,65252.0
1790,Villach,46.6167,13.85,Austria,65127.0
1791,Popondetta,-8.7656,148.2347,Papua New Guinea,65000.0
1792,Matamey,13.4231,8.4748,Niger,64988.0
1793,Ţūlkarm,32.3104,35.0286,West Bank,64532.0
1794,Rivera,-30.9025,-55.5506,Uruguay,64465.0
1795,Sokhumi,43.0,41.0167,Georgia,64441.0
1796,Siuna,13.7333,-84.7667,Nicaragua,64092.0
1797,Randers,56.4607,10.0364,Denmark,64057.0
1798,Kristiansand,58.1467,7.9956,Norway,64057.0
1799,Most,50.5031,13.6367,Czechia,63882.0
1800,Trnava,48.3777,17.5862,Slovakia,63803.0
1801,Zvornik,44.3833,19.1,Bosnia and Herzegovina,63686.0
1802,Dédougou,12.4667,-3.4667,Burkina Faso,63617.0
1803,Fredrikstad,59.2181,10.9298,Norway,63610.0
1804,Oyo,-1.1603,15.9736,Congo (Brazzaville),63598.0
1805,Yattir,31.4333,35.0833,West Bank,63511.0
1806,Prilep,41.3464,21.5542,North Macedonia,63308.0
1807,Lugano,46.0103,8.9625,Switzerland,63185.0
1808,Tetovo,42.0103,20.9714,North Macedonia,63176.0
1809,Horsens,55.8657,9.8735,Denmark,63162.0
1810,Qurayyāt,23.2652,58.9034,Oman,63133.0
1811,Balboa Heights,8.95,-79.55,Panama,62882.0
1812,Champasak,14.84,105.75,Laos,62728.0
1813,Limerick,52.6653,-8.6238,Ireland,62702.0
1814,Koro,14.0639,-3.0753,Mali,62681.0
1815,Zouerate,22.7333,-12.4667,Mauritania,62380.0
1816,Kolding,55.4929,9.4681,Denmark,62338.0
1817,Nordre Fåle,59.75,10.8667,Norway,62245.0
1818,Napier,-39.4903,176.9178,New Zealand,62241.0
1819,Cyuve,-1.4833,29.65,Rwanda,62179.0
1820,Borj el Qoblé,33.2631,35.2389,Lebanon,61973.0
1821,Al Khawr,25.69,51.51,Qatar,61877.0
1822,Praia,14.9177,-23.5092,Cabo Verde,61644.0
1823,Karonga,-9.9329,33.9333,Malawi,61609.0
1824,Cayenne,4.933,-52.33,French Guiana,61550.0
1825,May Pen,17.965,-77.245,Jamaica,61548.0
1826,Asker,59.8331,10.4392,Norway,61523.0
1827,Norak,38.3833,69.3167,Tajikistan,61500.0
1828,Djibo,14.1011,-1.6306,Burkina Faso,61456.0
1829,Vejle,55.709,9.535,Denmark,61310.0
1830,Madīnat ‘Īsá,26.1736,50.5478,Bahrain,61293.0
1831,Mateare,12.2333,-86.4333,Nicaragua,61234.0
1832,Bocaranga,6.9844,15.6408,Central African Republic,61190.0
1833,Velika Gorica,45.7,16.0667,Croatia,61075.0
1834,Mbabane,-26.3167,31.1333,Eswatini,60691.0
1835,Oyem,1.6,11.5736,Gabon,60685.0
1836,Nioro,15.1833,-9.55,Mali,60112.0
1837,Tyre,33.2708,35.1961,Lebanon,60000.0
1838,Kratie,12.4881,106.0188,Cambodia,60000.0
1839,Suharekë,42.3586,20.825,Kosovo,59722.0
1840,Zvishavane,-20.3333,30.0333,Zimbabwe,59717.0
1841,Bougouni,11.4177,-7.4832,Mali,59679.0
1842,Bétou,3.0594,18.5142,Congo (Brazzaville),59563.0
1843,Umm al Qaywayn,25.5533,55.5475,United Arab Emirates,59098.0
1844,Yevlax,40.6172,47.15,Azerbaijan,59036.0
1845,Kaposvár,46.3667,17.7833,Hungary,58830.0
1846,Sandnes,58.85,5.7333,Norway,58694.0
1847,Dosso,13.0505,3.2081,Niger,58671.0
1848,Baguinéda,12.6129,-7.7734,Mali,58661.0
1849,Kasungu,-13.0364,33.4822,Malawi,58653.0
1850,Tenkodogo,11.7833,-0.3667,Burkina Faso,58600.0
1851,Tønsberg,59.2981,10.4236,Norway,58561.0
1852,Gllogovc,42.6283,20.8939,Kosovo,58531.0
1853,Tarīm,16.05,49.0,Yemen,58523.0
1854,Pursat,12.5337,103.9167,Cambodia,58255.0
1855,Dapaong,10.8667,0.2,Togo,58071.0
1856,Kolondiéba,11.0883,-6.8925,Mali,57898.0
1857,Nausori,-18.0244,178.5454,Fiji,57882.0
1858,Živinice,44.4493,18.6498,Bosnia and Herzegovina,57765.0
1859,Mogoditshane,-24.6333,25.8667,Botswana,57637.0
1860,New Plymouth,-39.0578,174.0742,New Zealand,57600.0
1861,Lucan,53.3592,-6.4389,Ireland,57550.0
1862,Ejmiatsin,40.1728,44.2925,Armenia,57500.0
1863,Sarapiquí,10.4853,-83.9362,Costa Rica,57147.0
1864,Maun,-19.9833,23.4167,Botswana,57067.0
1865,Mafeteng,-29.8167,27.25,Lesotho,57059.0
1866,Rîbniţa,47.7664,29.0006,Moldova,56988.0
1867,Binə,40.45,50.0833,Azerbaijan,56928.0
1868,Mora,10.0088,-84.0216,Costa Rica,56919.0
1869,Xam Nua,20.415,104.048,Laos,56900.0
1870,Ar Riqqah,29.1489,48.1057,Kuwait,56554.0
1871,Bihać,44.8147,15.8692,Bosnia and Herzegovina,56261.0
1872,Rahovec,42.3994,20.6547,Kosovo,56208.0
1873,Mendi,-6.1478,143.6572,Papua New Guinea,56055.0
1874,Fier,40.7167,19.55,Albania,55845.0
1875,Tsévié,6.4333,1.2167,Togo,55775.0
1876,Opava,49.9381,17.9044,Czechia,55600.0
1877,Sankt Pölten,48.2,15.6167,Austria,55514.0
1878,Porirua,-41.1333,174.85,New Zealand,55218.0
1879,Biel/Bienne,47.1372,7.2472,Switzerland,55159.0
1880,Santa Cruz,10.2358,-85.6408,Costa Rica,55104.0
1881,Tacuarembó,-31.7333,-55.9833,Uruguay,54755.0
1882,Trenčín,48.8919,18.0367,Slovakia,54740.0
1883,Jelgava,56.6522,23.7244,Latvia,54701.0
1884,Sarpsborg,59.2839,11.1096,Norway,54678.0
1885,Umm Qurūn,25.25,51.3732,Qatar,54339.0
1886,Rotorua,-38.1378,176.2514,New Zealand,54204.0
1887,Balykchy,42.4603,76.1872,Kyrgyzstan,54132.0
